,Email Ad Id,Locale,Client,Headline,Deal Category,Sales Category ,Ad Id,Clicks,% of Total,Publish Date,Emails Sent ,Price,Conversion Rate (N Clicks/ N Delivered Emails *100),Percentage Diff Demand (Emails sent vs. Clicks),PriceGroup,quartile_for_PED_calc
3,Year: 2019Week: 32,UK,Broadway Travel Service (Wimbledon) Ltd,£299pp -- Malta: deluxe all-inc week w/flights fr Manchester,Vacations,Vacation,2790739,2783,0.0004,8/7/2019,318628.0,299.0,0.8734323411627353,196.53652177430143,High,329.0
4,Year: 2019Week: 32,UK,Broadway Travel Service (Wimbledon) Ltd,£299pp -- Malta: deluxe all-inc week w/flights fr Newcastle,Vacations,Vacation,2790738,2534,0.0003,8/7/2019,261652.0,299.0,0.9684619265283659,196.16330918368118,High,329.0
5,Year: 2019Week: 32,UK,Citrus Holidays (trading division of The Wise Miser Limited),£1199pp -- India: private 10-nt Kerala tour w/flts & meals,Vacations,Travel Agency,2790112,10201,0.0013,8/7/2019,4827481.0,1199.0,0.21131103364259743,199.15653819329177,V.High,600.0
6,Year: 2019Week: 32,UK,Citrus Holidays (trading division of The Wise Miser Limited),"£1399pp -- Thailand, Vietnam & Cambodia: 14-nt private tour",Vacations,Travel Agency,2790075,14190,0.0018,8/7/2019,4827481.0,1399.0,0.29394212012434645,198.82767746920433,V.High,600.0
7,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£199pp -- Villa escape near Venice inc meals, from Belfast",Vacations,Travel Agency,2790745,886,0.0001,8/7/2019,54384.0,199.0,1.629155634010003,193.58784150533742,High,199.0
8,Year: 2019Week: 32,UK,Fleetway Travel Ltd,£289pp -- Iceland: 3-nt break w/tours; fly fr Manchester,Vacations,Travel Agency,2790705,4055,0.0005,8/7/2019,1160566.0,289.0,0.3493984831539094,198.60727223706255,High,329.0
9,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),£1649pp -- Maldives beach villa week w/flights & meals,Vacations,Vacation,2790124,3224,0.0004,8/7/2019,916727.0,1649.0,0.35168594357971344,198.59818620774368,V.High,600.0
10,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),"£169pp -- Deluxe 3-night Milan break inc flights, save 43%",Vacations,Vacation,2790174,2604,0.0003,8/7/2019,532138.0,169.0,0.48934674839985115,198.05214477261933,Mid,199.0
11,Year: 2019Week: 32,UK,Jetline Travel,"£149pp -- 7-night Algarve break w/transfers, fr the Midlands",Vacations,Travel Agency,2790700,3467,0.0004,8/7/2019,344912.0,149.0,1.0051839309736976,196.01927785543904,Mid,199.0
12,Year: 2019Week: 32,UK,Jetline Travel,"£149pp -- 7-night Algarve holiday w/transfers, fr Manchester",Vacations,Travel Agency,2790701,3441,0.0004,8/7/2019,318628.0,149.0,1.0799427545601767,195.72638161387778,Mid,199.0
13,Year: 2019Week: 32,UK,Jetline Travel,"£149pp -- 7-night Algarve holiday w/transfers, fr Newcastle",Vacations,Travel Agency,2790702,2833,0.0004,8/7/2019,261652.0,149.0,1.0827358476143885,195.7154470007751,Mid,199.0
14,Year: 2019Week: 32,UK,Jetline Travel,£399pp -- 5-star ultra all-inc Turkey week; fly fr Bristol,Vacations,Travel Agency,2790710,5198,0.0007000000000000001,8/7/2019,398756.0,399.0,1.303554053105157,194.85287928823578,High,599.0
25,Year: 2019Week: 32,UK,Blue Bay Travel Ltd.,£799pp & up -- All-inc Tobago beach holiday w/sea view,Vacations,Vacation,2790621,8622,0.0011,8/7/2019,2149920.0,799.0,0.40103817816476894,198.4022548553607,V.High,600.0
26,Year: 2019Week: 32,UK,Blue Bay Travel Ltd.,"£899pp -- All-inc Tobago beach week w/sea view, save 59%",Vacations,Vacation,2790672,6296,0.0008,8/7/2019,1516995.0,899.0,0.41503103174367745,198.34673742574464,V.High,600.0
27,Year: 2019Week: 32,UK,Blue Sea Holidays Ltd,"£125pp -- Budapest: 3-night Christmas market break, save 42%",Vacations,Vacation,2790559,15685,0.002,8/7/2019,2413732.0,125.0,0.6498235926772318,197.41748740541456,Mid,199.0
28,Year: 2019Week: 32,UK,Broadway Travel Service (Wimbledon) Ltd,£299pp -- Malta: deluxe all-inc week w/flights & sea views,Vacations,Vacation,2790626,13565,0.0017000000000000001,8/7/2019,1833456.0,299.0,0.7398595875766858,197.06229653046717,High,329.0
29,Year: 2019Week: 32,UK,Broadway Travel Service (Wimbledon) Ltd,"£329pp -- Croatia: deluxe island week w/flts, meals & ferry",Vacations,Vacation,2790502,24349,0.0031,8/7/2019,2413736.0,329.0,1.0087681502865269,196.00522541256765,High,329.0
30,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£199pp -- Villa escape near Venice w/flts & meals, save 39%",Vacations,Travel Agency,2790167,3680,0.0005,8/7/2019,1009890.0,199.0,0.3643961223499589,198.54770760776265,High,199.0
31,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£199pp -- Villa escape nr Venice inc meals, fr East Midlands",Vacations,Travel Agency,2790748,1979,0.0002,8/7/2019,344912.0,199.0,0.5737695412163102,197.71801516903005,High,199.0
32,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£289pp -- Iceland: 3-nt break w/tours, from Belfast",Vacations,Travel Agency,2790704,868,0.0001,8/7/2019,108771.0,289.0,0.7980068216712176,196.8332436450533,High,329.0
33,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),"£1649pp -- Maldives: beach villa week w/meals, fr Manchester",Vacations,Vacation,2790483,1110,0.0001,8/7/2019,290140.0,1649.0,0.3825739298269801,198.47553648068669,V.High,600.0
34,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),£169pp -- Milan: deluxe 3-night break w/flights from Bristol,Vacations,Vacation,2790754,1486,0.0002,8/7/2019,142610.0,169.0,1.0420026646097749,195.8749722407284,Mid,199.0
35,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),£169pp -- Milan: deluxe 3-nt break w/flights from the North,Vacations,Vacation,2790760,2362,0.0003,8/7/2019,290140.0,169.0,0.8140897497759703,196.769936615818,Mid,199.0
36,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),£189pp -- Deluxe 3-nt Milan break w/flts from the Midlands,Vacations,Vacation,2790762,1287,0.0002,8/7/2019,172456.0,189.0,0.7462773113141903,197.03700292961443,High,199.0
37,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),"£239pp -- Morocco: 5-star Sofitel beach break, fr Manchester",Vacations,Vacation,2790734,2857,0.0004,8/7/2019,580280.0,239.0,0.4923485214034604,198.04025469143616,High,329.0
38,Year: 2019Week: 32,UK,Jetline Travel,£149pp -- 7-night Algarve holiday w/flights & transfers,Vacations,Travel Agency,2790616,11459,0.0014000000000000002,8/7/2019,1488542.0,149.0,0.769813683456698,196.94426870382088,Mid,199.0
39,Year: 2019Week: 32,UK,Jetline Travel,"£399pp -- 5-star ultra all-inc Turkey week w/flts, 34% off",Vacations,Travel Agency,2790707,10448,0.0013,8/7/2019,1148938.0,399.0,0.9093615147205506,196.39533339198508,High,599.0
40,Year: 2019Week: 32,UK,Jetline Travel,£399pp -- Cyprus: deluxe beachfront week; fly fr Edinburgh,Vacations,Travel Agency,2789971,1197,0.0002,8/7/2019,139046.0,399.0,0.8608661881679445,196.58592585726205,High,599.0
49,Year: 2019Week: 32,UK,Emirates Holidays,£739pp -- Dubai: Atlantis break w/Imperial Club Room & meals,Vacations,Vacation,2790498,7968,0.001,8/7/2019,2413740.0,739.0,0.3301101195654876,198.6839040875283,V.High,600.0
50,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£199pp -- Villa escape near Venice inc meals, from Scotland",Vacations,Travel Agency,2790747,1139,0.0001,8/7/2019,139046.0,199.0,0.8191533737036664,196.75000891678854,High,199.0
51,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£199pp -- Villa escape nr Venice inc meals, fr the Northwest",Vacations,Travel Agency,2790750,2942,0.0004,8/7/2019,580280.0,199.0,0.5069966223202592,197.9822434681819,High,199.0
52,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£289pp -- Iceland: 3-nt trip w/transfers & tours, save 35%",Vacations,Travel Agency,2790693,10479,0.0013,8/7/2019,3558144.0,289.0,0.2945074735592489,198.82542930424424,High,329.0
53,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),£169pp -- Deluxe 3-nt Milan break w/flights from Scotland,Vacations,Vacation,2790736,696,0.0001,8/7/2019,69523.0,169.0,1.0011075471426722,196.03526111166494,Mid,199.0
54,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),£239pp -- Morocco: 5-star Sofitel Agadir beach escape w/flts,Vacations,Vacation,2790072,8597,0.0011,8/7/2019,1833455.0,239.0,0.46889615507334514,198.13316887905447,High,329.0
55,Year: 2019Week: 32,UK,Jetline Travel,"£399pp -- 5-star ultra all-inc Turkey week, fr the Midlands",Vacations,Travel Agency,2790709,7757,0.001,8/7/2019,689827.0,399.0,1.1244848346034584,195.5520768824973,High,599.0
56,Year: 2019Week: 32,UK,Jetline Travel,£399pp -- Cyprus: deluxe beachfront week w/meals & sea view,Vacations,Travel Agency,2789958,9635,0.0012,8/7/2019,1694408.0,399.0,0.5686351811370106,197.73831998370932,High,599.0
57,Year: 2019Week: 32,UK,Super Escapes,£139pp -- Mallorca: 4-night all-inc break; from the North,Vacations,Travel Agency,2790543,22506,0.0028000000000000004,8/7/2019,1160566.0,139.0,1.939226205144731,192.39065754239812,Mid,199.0
61,Year: 2019Week: 32,UK,Blue Bay Travel Ltd.,"£799pp -- All-inc Tobago beach week, from Manchester",Vacations,Vacation,2790713,5487,0.0007000000000000001,8/7/2019,1160566.0,799.0,0.47278655414685594,198.1177527951131,V.High,600.0
62,Year: 2019Week: 32,UK,Fleetway Travel Ltd,"£199pp -- Villa escape nr Venice inc meals, from Bristol",Vacations,Travel Agency,2790746,2078,0.0003,8/7/2019,285220.0,199.0,0.7285604095084496,197.10683680359767,High,199.0
63,Year: 2019Week: 32,UK,holidays.ch. AG (Travelzoo Packages),£216pp -- Umbria: 5-night castle stay w/meals & flights,Vacations,Vacation,2790117,9015,0.0011,8/7/2019,2413735.0,216.0,0.3734875618077378,198.51160870911156,High,329.0
64,Year: 2019Week: 32,UK,Jetline Travel,"£399pp -- 5-star ultra all-inc Turkey week w/flts, 34% off",Vacations,Travel Agency,2790011,10003,0.0013,8/7/2019,1148938.0,399.0,0.8706300949224415,196.54753779528033,High,599.0
65,Year: 2019Week: 32,UK,Jetline Travel,"£399pp -- 5-star ultra all-inc Turkey week, fr the North",Vacations,Travel Agency,2790712,13765,0.0017000000000000001,8/7/2019,1160566.0,399.0,1.1860592159342942,195.3113730285584,High,599.0
66,Year: 2019Week: 32,UK,Jetline Travel,£399pp -- 5-star ultra all-inc Turkey week; fly fr Belfast,Vacations,Travel Agency,2790708,2006,0.0003,8/7/2019,108771.0,399.0,1.8442415717424683,192.75661915379547,High,599.0
67,Year: 2019Week: 32,UK,Jetline Travel,£399pp -- 5-star ultra all-inc Turkey week; fly fr Cardiff,Vacations,Travel Agency,2790711,3493,0.0004,8/7/2019,171684.0,399.0,2.034551851075231,192.02406708643258,High,599.0
68,Year: 2019Week: 32,UK,Jetline Travel,£399pp -- Cyprus: deluxe beachfront week; fly from the North,Vacations,Travel Agency,2789972,4291,0.0005,8/7/2019,580280.0,399.0,0.739470600399807,197.06382971444017,High,599.0
69,Year: 2019Week: 32,UK,Super Escapes,"£139pp -- Mallorca: 4-night all-inc holiday w/flts, save 48%",Vacations,Travel Agency,2790101,54588,0.0069,8/7/2019,3666915.0,139.0,1.4886628132912816,194.13269316187575,Mid,199.0
78,Year: 2019Week: 33,UK,Blue Bay Travel Ltd.,"£999pp -- Mexico: ultra all-inc beachfront week, save 65%",Vacations,Vacation,2793238,17978,0.0023,8/14/2019,4240915.0,999.0,0.4239179516684489,198.31148610683573,V.High,600.0
79,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£299pp -- Mallorca: deluxe all-inc week, from Scotland",Vacations,Travel Agency,2793438,2036,0.0003,8/14/2019,139162.0,299.0,1.4630430721030165,194.2322129208629,High,329.0
80,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£299pp -- Mallorca: deluxe all-inc week, from the Southwest",Vacations,Travel Agency,2793437,3406,0.0004,8/14/2019,199632.0,299.0,1.7061392963052016,193.2899260237,High,329.0
81,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£749pp -- Guided wine tour of Italy w/meals, fr the Midlands",Vacations,Travel Agency,2793433,1596,0.0002,8/14/2019,345380.0,749.0,0.4620997162545602,198.16010329244673,V.High,600.0
82,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£749pp -- Italy: 9-nt guided wine tour w/meals, fr the North",Vacations,Travel Agency,2793434,1633,0.0002,8/14/2019,262002.0,749.0,0.6232776849031687,197.52233201206212,V.High,600.0
83,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),£146pp -- Milan: deluxe 3-nt break w/flights from the North,Vacations,Vacation,2793288,2919,0.0004,8/14/2019,558782.0,146.0,0.5223861899631699,197.92131400869857,Mid,199.0
84,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),£155pp -- Milan: deluxe 3-night break w/flights from Bristol,Vacations,Vacation,2793290,1203,0.0002,8/14/2019,199632.0,155.0,0.602608800192354,197.60400328627978,Mid,199.0
95,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£299pp -- Mallorca: deluxe all-inc week, from the Midlands",Vacations,Travel Agency,2793436,4236,0.0005,8/14/2019,345380.0,299.0,1.2264751867508252,195.15353988375819,High,329.0
96,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£299pp -- Mallorca: deluxe all-inc week, from the Northwest",Vacations,Travel Agency,2793439,3666,0.0005,8/14/2019,296780.0,299.0,1.2352584405957274,195.11925603935484,High,329.0
97,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),£189pp -- Deluxe 3-nt Milan break w/flts from the Midlands,Vacations,Vacation,2793284,1666,0.0002,8/14/2019,345380.0,189.0,0.48236724766923383,198.07979345677518,High,199.0
98,Year: 2019Week: 33,UK,Jetline Travel,"£129pp -- Deluxe Prague city break w/breakfast, from Bristol",Vacations,Travel Agency,2793409,1906,0.0002,8/14/2019,199632.0,129.0,0.9547567524244609,196.21709057348986,Mid,199.0
99,Year: 2019Week: 33,UK,Jetline Travel,£129pp -- Deluxe Prague city break w/flights & breakfast,Vacations,Travel Agency,2793172,5617,0.0007000000000000001,8/14/2019,956000.0,129.0,0.5875523012552301,197.66351884378085,Mid,199.0
100,Year: 2019Week: 33,UK,Jetline Travel,"£369pp -- 5-star Tenerife break w/meals, fr the Midlands",Vacations,Travel Agency,2793249,2983,0.0004,8/14/2019,345380.0,369.0,0.8636863744281661,196.5748371669781,High,599.0
101,Year: 2019Week: 33,UK,Jetline Travel,"£369pp -- 5-star Tenerife break with meals, from Bristol",Vacations,Travel Agency,2793247,1991,0.0003,8/14/2019,199632.0,369.0,0.997335096577703,196.05005381330503,High,599.0
102,Year: 2019Week: 33,UK,Jetline Travel,"£399pp -- Gran Canaria: deluxe all-inc holiday, save 28%",Vacations,Travel Agency,2793246,16883,0.0021,8/14/2019,2417234.0,399.0,0.6984429310525998,197.22560583570962,High,599.0
106,Year: 2019Week: 33,UK,Blue Bay Travel Ltd.,"£999pp -- Mexico: all-inc beachfront week, from Manchester",Vacations,Vacation,2793394,2472,0.0003,8/14/2019,593562.0,999.0,0.41646870925025525,198.34103423630197,V.High,600.0
107,Year: 2019Week: 33,UK,Blue Sea Holidays Ltd,"£125pp -- Budapest: 3-night Christmas market break, save 42%",Vacations,Vacation,2793688,18572,0.0023,8/14/2019,2417234.0,125.0,0.7683161828767923,196.95016762418683,Mid,199.0
108,Year: 2019Week: 33,UK,Broadway Travel Service (Wimbledon) Ltd,"£399pp -- Corfu: 5-star all-inc beach week, from Manchester",Vacations,Vacation,2793426,3622,0.0005,8/14/2019,296780.0,399.0,1.2204326437091448,195.17712931338673,High,599.0
109,Year: 2019Week: 33,UK,Broadway Travel Service (Wimbledon) Ltd,"£399pp -- Corfu: 5-star ultra all-inc beach week, 50% off",Vacations,Vacation,2793180,21231,0.0027,8/14/2019,1775076.0,399.0,1.196061464410538,195.27230033618974,High,599.0
110,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£299pp -- Mallorca: deluxe all-inc week, from the Northeast",Vacations,Travel Agency,2793440,3377,0.0004,8/14/2019,262002.0,299.0,1.2889214586148197,194.90992128239236,High,329.0
111,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£749pp -- Guided wine tour of Italy w/meals, from Manchester",Vacations,Travel Agency,2793431,1385,0.0002,8/14/2019,296780.0,749.0,0.46667565199811306,198.14196837321617,V.High,600.0
112,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£749pp -- Italy: 9-nt guided wine tour w/meals, fr Edinburgh",Vacations,Travel Agency,2793432,887,0.0001,8/14/2019,139162.0,749.0,0.6373866429053908,197.4666009753729,V.High,600.0
113,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),£1082pp -- Bali: deluxe 10-night villa escape w/private pool,Vacations,Vacation,2792734,31597,0.004,8/14/2019,4834477.0,1082.0,0.6535763847878477,197.40266999638723,V.High,600.0
114,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),£189pp -- Cannes: deluxe 3-night stay w/flights & breakfast,Vacations,Vacation,2792690,10332,0.0013,8/14/2019,2417234.0,189.0,0.42743069144319495,198.2975540108899,High,199.0
115,Year: 2019Week: 33,UK,Jetline Travel,"£129pp -- Deluxe Prague city break w/breakfast, from Dublin",Vacations,Travel Agency,2793410,110,,8/14/2019,8822.0,129.0,1.2468827930174564,195.07389162561577,Mid,199.0
116,Year: 2019Week: 33,UK,Jetline Travel,£129pp -- Deluxe Prague city break; fly from Manchester,Vacations,Travel Agency,2793411,2469,0.0003,8/14/2019,296780.0,129.0,0.8319293752948311,196.6997383449903,Mid,199.0
117,Year: 2019Week: 33,UK,Jetline Travel,"£369pp -- 5-star Tenerife break w/flights & meals, save 30%",Vacations,Travel Agency,2793245,8486,0.0011,8/14/2019,1259008.0,369.0,0.6740227226514843,197.32195970947396,High,599.0
124,Year: 2019Week: 33,UK,Broadway Travel Service (Wimbledon) Ltd,"£399pp -- Corfu: 5-star ultra all-inc week, fr the Midlands",Vacations,Vacation,2793422,4505,0.0006,8/14/2019,345380.0,399.0,1.3043604146157854,194.8497363419409,High,599.0
125,Year: 2019Week: 33,UK,Broadway Travel Service (Wimbledon) Ltd,"£699pp -- Ultra all-inc luxury Corfu week w/flts, save 60%",Vacations,Vacation,2792318,15335,0.0019,8/14/2019,2417236.0,699.0,0.6344022677140337,197.47838809226946,V.High,600.0
126,Year: 2019Week: 33,UK,Citrus Holidays (trading division of The Wise Miser Limited),£1999pp -- 12-nt Ecuador & Galapagos tour with flights,Vacations,Travel Agency,2793229,3341,0.0004,8/14/2019,2417234.0,1999.0,0.1382158285048117,199.44789977587968,V.High,600.0
127,Year: 2019Week: 33,UK,Exoticca.co.uk,"£1399pp -- 14-night Madagascar tour inc flights, save £600",Vacations,Travel Agency,2793275,16450,0.0021,8/14/2019,4834477.0,1399.0,0.3402643140095609,198.64355823124114,V.High,600.0
128,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£299pp -- Deluxe Italian island holiday inc meals, save 41%",Vacations,Travel Agency,2792283,29776,0.0038,8/14/2019,2417234.0,299.0,1.2318211641901446,195.13267211821776,High,329.0
129,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£299pp -- Mallorca: deluxe all-inc week this autumn, 49% off",Vacations,Travel Agency,2793283,10454,0.0013,8/14/2019,1174278.0,299.0,0.8902491573545618,196.47042537890428,High,329.0
130,Year: 2019Week: 33,UK,Fleetway Travel Ltd,£749pp -- 9-night escorted wine tour of Italy w/meals & flts,Vacations,Travel Agency,2792347,5014,0.0006,8/14/2019,1174278.0,749.0,0.4269857733858592,198.29931857419535,V.High,600.0
131,Year: 2019Week: 33,UK,Fleetway Travel Ltd,"£749pp -- Italy: 9-nt guided wine tour w/meals, from Bristol",Vacations,Travel Agency,2793428,1410,0.0002,8/14/2019,199632.0,749.0,0.7062995912478961,197.19461605037753,V.High,600.0
132,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),"£146pp -- Deluxe 3-night Milan break inc flights, save 43%",Vacations,Vacation,2793282,4852,0.0006,8/14/2019,1174278.0,146.0,0.4131900623191442,198.35404069101796,Mid,199.0
133,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),£153pp -- Deluxe 3-night Milan break w/flights from Scotland,Vacations,Vacation,2793292,836,0.0001,8/14/2019,139162.0,153.0,0.6007387074057573,197.61139444849212,Mid,199.0
134,Year: 2019Week: 33,UK,holidays.ch. AG (Travelzoo Packages),£158pp -- Sicily: 5-night organic farm escape inc flights,Vacations,Vacation,2792719,17036,0.0022,8/14/2019,2417234.0,158.0,0.7047724796192674,197.20063920600427,Mid,199.0
135,Year: 2019Week: 33,UK,Jetline Travel,£129pp -- Deluxe Prague city break w/flights & breakfast,Vacations,Travel Agency,2793285,5779,0.0007000000000000001,8/14/2019,956000.0,129.0,0.6044979079497909,197.59653725024148,Mid,199.0
136,Year: 2019Week: 33,UK,Jetline Travel,"£369pp -- 5-star Tenerife break w/meals, fly from the North",Vacations,Travel Agency,2793250,5750,0.0007000000000000001,8/14/2019,558782.0,369.0,1.0290238411401942,195.92582882812667,High,599.0
137,Year: 2019Week: 33,UK,Jetline Travel,"£369pp -- 5-star Tenerife break w/meals, from Dublin",Vacations,Travel Agency,2793248,1038,0.0001,8/14/2019,54432.0,369.0,1.9069664902998236,192.51487290427258,High,599.0
138,Year: 2019Week: 33,UK,Lumle Holidays Ltd,£899pp -- 10-nt guided Nepal tour inc flights & jeep safari,Vacations,Travel Agency,2791874,9573,0.0012,8/14/2019,4834477.0,899.0,0.19801521446890738,199.20950444359576,V.High,600.0
149,Year: 2019Week: 34,UK,Blue Bay Travel Ltd.,"£999pp -- All-inc St Lucia holiday w/flights, save 57%",Vacations,Vacation,2795617,9252,0.0012,8/21/2019,1919287.0,999.0,0.48205401276619914,198.08103439961548,V.High,600.0
150,Year: 2019Week: 34,UK,Broadway Travel Service (Wimbledon) Ltd,£329pp -- Turkey: luxury all-inc week w/flights from Bristol,Vacations,Vacation,2795632,3610,0.0005,8/21/2019,399595.0,329.0,0.9034147073912335,196.41869520467256,High,329.0
151,Year: 2019Week: 34,UK,Broadway Travel Service (Wimbledon) Ltd,£329pp -- Turkey: luxury all-inc week w/flts fr Manchester,Vacations,Vacation,2795637,4428,0.0006,8/21/2019,594074.0,329.0,0.7453616889478415,197.04061139311148,High,329.0
152,Year: 2019Week: 34,UK,Broadway Travel Service (Wimbledon) Ltd,£329pp -- Turkey: luxury all-inc week w/flts fr the Midlands,Vacations,Vacation,2795631,4683,0.0006,8/21/2019,691385.0,329.0,0.6773360717979129,197.30888361481925,High,329.0
153,Year: 2019Week: 34,UK,Fleetway Travel Ltd,"£149pp -- Algarve: apartment holiday fr 13 airports, 44% off",Vacations,Travel Agency,2794944,30565,0.0039000000000000003,8/21/2019,3553491.0,149.0,0.8601400707079321,196.5887809788686,Mid,199.0
154,Year: 2019Week: 34,UK,Fleetway Travel Ltd,£299pp -- Deluxe Lanzarote week w/flights from the Northwest,Vacations,Travel Agency,2795633,6096,0.0008,8/21/2019,594074.0,299.0,1.0261347912886274,195.93715114051017,High,329.0
155,Year: 2019Week: 34,UK,Jetline Travel,"£299pp -- Halkidiki: 5-star holiday w/meals, fr Manchester",Vacations,Travel Agency,2795593,3452,0.0004,8/21/2019,297036.0,299.0,1.1621486957809828,195.404808178696,High,329.0
156,Year: 2019Week: 34,UK,Jetline Travel,"£299pp -- Halkidiki: 5-star holiday w/meals, from Dublin",Vacations,Travel Agency,2795592,1070,0.0001,8/21/2019,54462.0,299.0,1.9646726157687928,192.29273211841823,High,329.0
157,Year: 2019Week: 34,UK,weekend.com,"£139pp -- Lisbon: deluxe stay w/breakfast, from Manchester",Vacations,Other,2795552,6355,0.0008,8/21/2019,594074.0,139.0,1.0697320535825503,195.76636038565758,Mid,199.0
163,Year: 2019Week: 34,UK,Blue Bay Travel Ltd.,"£899pp & up -- All-inc St Lucia holiday w/flights, save 63%",Vacations,Vacation,2795601,7112,0.0009,8/21/2019,1801016.0,899.0,0.39488821864991763,198.4266600594648,V.High,600.0
164,Year: 2019Week: 34,UK,Fleetway Travel Ltd,£299pp -- Deluxe Lanzarote winter-sun week inc meals & flts,Vacations,Travel Agency,2793896,37108,0.004699999999999999,8/21/2019,4244876.0,299.0,0.8741833683716557,196.53356948554688,High,329.0
173,Year: 2019Week: 34,UK,Blue Bay Travel Ltd.,£899pp -- All-inc St Lucia holiday; fly from Manchester,Vacations,Vacation,2795614,6298,0.0008,8/21/2019,1118647.0,899.0,0.5630015545565312,197.760601629413,V.High,600.0
174,Year: 2019Week: 34,UK,Broadway Travel Service (Wimbledon) Ltd,"£329pp -- Turkey: luxury all-inc week, from Leeds Bradford",Vacations,Vacation,2795634,4667,0.0006,8/21/2019,524573.0,329.0,0.8896759840861043,196.47267780213136,High,329.0
175,Year: 2019Week: 34,UK,Citrus Holidays (trading division of The Wise Miser Limited),£299pp -- Sorrento: deluxe all-inc escape w/flts & transfers,Vacations,Travel Agency,2794946,18329,0.0023,8/21/2019,2419474.0,299.0,0.7575613542447657,196.99253795323085,High,329.0
176,Year: 2019Week: 34,UK,Exoticca.co.uk,"£1399pp -- Uganda tour inc flights, safari & chimpanzee trek",Vacations,Travel Agency,2795562,7386,0.0009,8/21/2019,4838950.0,1399.0,0.15263641905785347,199.39038481855158,V.High,600.0
177,Year: 2019Week: 34,UK,Fleetway Travel Ltd,£149pp -- Algarve apartment holiday w/flts from the Midlands,Vacations,Travel Agency,2795622,7663,0.001,8/21/2019,691385.0,149.0,1.108354968649884,195.61517950126458,Mid,199.0
178,Year: 2019Week: 34,UK,Fleetway Travel Ltd,£149pp -- Algarve apartment holiday; fly from the Northwest,Vacations,Travel Agency,2795623,7165,0.0009,8/21/2019,594074.0,149.0,1.2060787039998384,195.23317682319345,Mid,199.0
179,Year: 2019Week: 34,UK,Jetline Travel,"£299pp -- Halkidiki: 5-star holiday w/flts & meals, save 37%",Vacations,Travel Agency,2795495,18241,0.0023,8/21/2019,2067974.0,299.0,0.8820710511834288,196.50256565119128,High,329.0
180,Year: 2019Week: 34,UK,Jetline Travel,"£299pp -- Halkidiki: deluxe all-inc beach week, save 32%",Vacations,Travel Agency,2795105,20076,0.0025,8/21/2019,2122436.0,299.0,0.9458942460455816,196.25187630220975,High,329.0
191,Year: 2019Week: 34,UK,Broadway Travel Service (Wimbledon) Ltd,£329pp -- Turkey: luxury all-inc beach week with flights,Vacations,Vacation,2795476,14686,0.0019,8/21/2019,2520395.0,329.0,0.5826864439899301,197.68275648785976,High,329.0
192,Year: 2019Week: 34,UK,Broadway Travel Service (Wimbledon) Ltd,"£329pp -- Turkey: luxury all-inc week, from Belfast",Vacations,Vacation,2795630,1583,0.0002,8/21/2019,108928.0,329.0,1.4532535252643948,194.27025363990916,High,329.0
193,Year: 2019Week: 34,UK,Exoticca.co.uk,£1299pp -- China: 14-nt luxury tour w/flights & Great Wall,Vacations,Travel Agency,2795381,9361,0.0012,8/21/2019,4838950.0,1299.0,0.193451058597423,199.22768980785267,V.High,600.0
