CustomerId,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,RFM_Level,Cluster
124974,84,1,104.0,4,1,3,413,8.0,Champions,0
124978,13,2,236.0,4,1,4,414,9.0,Can't Lose Them,0
125067,14,1,179.0,4,1,4,414,9.0,Can't Lose Them,0
127757,32,1,115.0,4,1,3,413,8.0,Champions,0
127759,66,2,69.0,4,1,3,413,8.0,Champions,0
128233,18,1,20.0,4,1,1,411,6.0,Potential,0
128331,15,2,68.95,4,1,3,413,8.0,Champions,0
129116,3,4,119.0,4,1,3,413,8.0,Champions,0
132856,59,2,78.0,4,1,3,413,8.0,Champions,0
133379,12,1,45.0,4,1,2,412,7.0,Loyal,0
134666,13,1,218.0,4,1,4,414,9.0,Can't Lose Them,0
134725,40,2,39.0,4,1,2,412,7.0,Loyal,0
134990,72,1,39.95,4,1,2,412,7.0,Loyal,0
135438,99,1,59.0,4,1,2,412,7.0,Loyal,0
135547,78,1,45.0,4,1,2,412,7.0,Loyal,0
135572,64,1,36.0,4,1,2,412,7.0,Loyal,0
136669,14,1,49.0,4,1,2,412,7.0,Loyal,0
139423,40,2,53.0,4,1,2,412,7.0,Loyal,0
139849,50,1,64.0,4,1,2,412,7.0,Loyal,0
140203,72,2,54.0,4,1,2,412,7.0,Loyal,0
140494,13,1,49.0,4,1,2,412,7.0,Loyal,0
140497,10,2,357.0,4,1,4,414,9.0,Can't Lose Them,0
140546,19,1,31.5,4,1,2,412,7.0,Loyal,0
140556,10,2,118.0,4,1,3,413,8.0,Champions,0
140559,12,1,278.0,4,1,4,414,9.0,Can't Lose Them,0
140767,56,2,41.0,4,1,2,412,7.0,Loyal,0
141123,69,2,73.0,4,1,3,413,8.0,Champions,0
141389,15,2,109.0,4,1,3,413,8.0,Champions,0
141453,26,1,119.0,4,1,3,413,8.0,Champions,0
141567,26,1,20.0,4,1,1,411,6.0,Potential,0
141713,31,1,119.0,4,1,3,413,8.0,Champions,0
141811,91,1,69.0,4,1,3,413,8.0,Champions,0
141862,59,1,39.0,4,1,2,412,7.0,Loyal,0
141928,84,1,104.0,4,1,3,413,8.0,Champions,0
141962,1,3,128.0,4,1,3,413,8.0,Champions,0
141981,16,1,29.0,4,1,1,411,6.0,Potential,0
142091,63,2,46.0,4,1,2,412,7.0,Loyal,0
142136,31,1,20.0,4,1,1,411,6.0,Potential,0
142196,20,1,39.0,4,1,2,412,7.0,Loyal,0
142215,72,2,51.0,4,1,2,412,7.0,Loyal,0
142446,35,1,50.0,4,1,2,412,7.0,Loyal,0
142494,59,2,110.0,4,1,3,413,8.0,Champions,0
142980,88,1,39.95,4,1,2,412,7.0,Loyal,0
142989,58,2,84.0,4,1,3,413,8.0,Champions,0
143064,55,1,20.0,4,1,1,411,6.0,Potential,0
143065,26,1,119.0,4,1,3,413,8.0,Champions,0
143675,44,1,30.0,4,1,2,412,7.0,Loyal,0
144480,61,2,87.0,4,1,3,413,8.0,Champions,0
145479,5,1,299.0,4,1,4,414,9.0,Can't Lose Them,0
145698,16,2,159.0,4,1,4,414,9.0,Can't Lose Them,0
145719,62,2,129.0,4,1,3,413,8.0,Champions,0
145784,103,1,56.0,4,1,2,412,7.0,Loyal,0
145831,35,2,198.0,4,1,4,414,9.0,Can't Lose Them,0
146174,35,2,59.0,4,1,2,412,7.0,Loyal,0
146568,52,1,75.0,4,1,3,413,8.0,Champions,0
146816,17,2,155.0,4,1,4,414,9.0,Can't Lose Them,0
146859,35,2,193.0,4,1,4,414,9.0,Can't Lose Them,0
147177,26,1,20.0,4,1,1,411,6.0,Potential,0
147192,38,2,191.0,4,1,4,414,9.0,Can't Lose Them,0
147318,68,2,84.0,4,1,3,413,8.0,Champions,0
147987,20,1,29.0,4,1,1,411,6.0,Potential,0
148027,26,1,20.0,4,1,1,411,6.0,Potential,0
148063,45,1,79.0,4,1,3,413,8.0,Champions,0
148407,61,2,64.0,4,1,2,412,7.0,Loyal,0
149190,54,1,50.0,4,1,2,412,7.0,Loyal,0
149384,23,1,135.0,4,1,4,414,9.0,Can't Lose Them,0
150435,70,1,218.0,4,1,4,414,9.0,Can't Lose Them,0
150476,15,1,49.0,4,1,2,412,7.0,Loyal,0
150557,63,1,24.8,4,1,1,411,6.0,Potential,0
150859,15,1,39.9,4,1,2,412,7.0,Loyal,0
151554,7,1,110.0,4,1,3,413,8.0,Champions,0
152755,6,1,39.95,4,1,2,412,7.0,Loyal,0
153500,9,1,109.0,4,1,3,413,8.0,Champions,0
154141,49,1,35.0,4,1,2,412,7.0,Loyal,0
154281,15,1,24.0,4,1,1,411,6.0,Potential,0
154283,14,3,69.0,4,1,3,413,8.0,Champions,0
155541,48,2,59.0,4,1,2,412,7.0,Loyal,0
156194,31,2,55.9,4,1,2,412,7.0,Loyal,0
156229,40,2,104.0,4,1,3,413,8.0,Champions,0
156288,22,2,133.0,4,1,4,414,9.0,Can't Lose Them,0
156322,13,2,159.0,4,1,4,414,9.0,Can't Lose Them,0
156420,44,1,12.0,4,1,1,411,6.0,Potential,0
156517,24,1,109.0,4,1,3,413,8.0,Champions,0
158604,6,1,69.0,4,1,3,413,8.0,Champions,0
158622,16,2,65.0,4,1,3,413,8.0,Champions,0
158636,89,2,37.0,4,1,2,412,7.0,Loyal,0
158650,35,2,57.0,4,1,2,412,7.0,Loyal,0
158672,10,2,273.0,4,1,4,414,9.0,Can't Lose Them,0
158723,24,1,118.0,4,1,3,413,8.0,Champions,0
159017,5,2,38.0,4,1,2,412,7.0,Loyal,0
159027,13,1,22.0,4,1,1,411,6.0,Potential,0
159072,61,1,115.0,4,1,3,413,8.0,Champions,0
159141,6,1,78.0,4,1,3,413,8.0,Champions,0
159197,51,1,189.0,4,1,4,414,9.0,Can't Lose Them,0
159337,75,1,109.0,4,1,3,413,8.0,Champions,0
159906,13,3,34.0,4,1,2,412,7.0,Loyal,0
160980,22,2,70.0,4,1,3,413,8.0,Champions,0
161026,13,2,114.0,4,1,3,413,8.0,Champions,0
161121,90,1,45.0,4,1,2,412,7.0,Loyal,0
161154,42,2,61.0,4,1,2,412,7.0,Loyal,0
161274,41,1,19.95,4,1,1,411,6.0,Potential,0
161326,3,1,69.0,4,1,3,413,8.0,Champions,0
161363,14,1,29.0,4,1,1,411,6.0,Potential,0
161911,71,2,56.5,4,1,2,412,7.0,Loyal,0
161952,25,2,58.0,4,1,2,412,7.0,Loyal,0
162705,12,1,109.0,4,1,3,413,8.0,Champions,0
162766,66,2,26.0,4,1,1,411,6.0,Potential,0
162835,28,2,54.5,4,1,2,412,7.0,Loyal,0
163056,24,1,58.5,4,1,2,412,7.0,Loyal,0
164139,28,2,88.95,4,1,3,413,8.0,Champions,0
164228,53,1,12.0,4,1,1,411,6.0,Potential,0
164262,43,1,115.0,4,1,3,413,8.0,Champions,0
164268,16,1,39.9,4,1,2,412,7.0,Loyal,0
165431,36,2,102.9,4,1,3,413,8.0,Champions,0
166772,17,2,59.0,4,1,2,412,7.0,Loyal,0
166859,5,1,16.0,4,1,1,411,6.0,Potential,0
168122,21,4,44.0,4,1,2,412,7.0,Loyal,0
169324,12,1,29.0,4,1,1,411,6.0,Potential,0
170400,44,1,18.0,4,1,1,411,6.0,Potential,0
171948,7,2,79.0,4,1,3,413,8.0,Champions,0
171981,41,1,10.0,4,1,1,411,6.0,Potential,0
172204,17,1,89.0,4,1,3,413,8.0,Champions,0
172207,26,1,30.0,4,1,2,412,7.0,Loyal,0
172343,86,1,109.0,4,1,3,413,8.0,Champions,0
172400,88,1,55.0,4,1,2,412,7.0,Loyal,0
172833,13,1,129.0,4,1,3,413,8.0,Champions,0
173275,38,1,16.0,4,1,1,411,6.0,Potential,0
173693,13,2,163.95,4,1,4,414,9.0,Can't Lose Them,0
174154,20,2,186.0,4,1,4,414,9.0,Can't Lose Them,0
174234,16,2,58.0,4,1,2,412,7.0,Loyal,0
174547,10,3,138.0,4,1,4,414,9.0,Can't Lose Them,0
177126,6,1,19.95,4,1,1,411,6.0,Potential,0
179281,62,1,39.95,4,1,2,412,7.0,Loyal,0
179390,27,1,109.0,4,1,3,413,8.0,Champions,0
180098,16,1,18.0,4,1,1,411,6.0,Potential,0
180459,28,2,117.0,4,1,3,413,8.0,Champions,0
180876,17,1,158.0,4,1,4,414,9.0,Can't Lose Them,0
183327,35,3,59.9,4,1,2,412,7.0,Loyal,0
183335,47,2,59.900000000000006,4,1,2,412,7.0,Loyal,0
183355,5,1,39.95,4,1,2,412,7.0,Loyal,0
183368,92,1,65.0,4,1,3,413,8.0,Champions,0
183379,12,2,198.0,4,1,4,414,9.0,Can't Lose Them,0
183456,35,2,139.0,4,1,4,414,9.0,Can't Lose Them,0
183534,62,1,59.0,4,1,2,412,7.0,Loyal,0
183599,6,2,328.0,4,1,4,414,9.0,Can't Lose Them,0
183668,104,2,58.0,4,1,2,412,7.0,Loyal,0
183685,36,1,19.95,4,1,1,411,6.0,Potential,0
183702,45,1,39.95,4,1,2,412,7.0,Loyal,0
183781,16,1,118.0,4,1,3,413,8.0,Champions,0
183889,18,1,235.0,4,1,4,414,9.0,Can't Lose Them,0
184364,35,3,26.0,4,1,1,411,6.0,Potential,0
184439,15,1,10.0,4,1,1,411,6.0,Potential,0
184765,9,1,24.0,4,1,1,411,6.0,Potential,0
184780,1,3,289.0,4,1,4,414,9.0,Can't Lose Them,0
184996,56,1,189.0,4,1,4,414,9.0,Can't Lose Them,0
185051,9,1,19.9,4,1,1,411,6.0,Potential,0
185112,65,1,50.0,4,1,2,412,7.0,Loyal,0
185255,40,2,127.0,4,1,3,413,8.0,Champions,0
185438,26,1,20.0,4,1,1,411,6.0,Potential,0
185550,12,3,119.85000000000001,4,1,3,413,8.0,Champions,0
185600,91,1,79.9,4,1,3,413,8.0,Champions,0
186047,35,1,25.0,4,1,1,411,6.0,Potential,0
186377,46,2,78.99000000000001,4,1,3,413,8.0,Champions,0
186516,20,1,19.0,4,1,1,411,6.0,Potential,0
186657,22,2,144.0,4,1,4,414,9.0,Can't Lose Them,0
187394,73,2,50.0,4,1,2,412,7.0,Loyal,0
187512,50,1,299.0,4,1,4,414,9.0,Can't Lose Them,0
187514,26,2,158.0,4,1,4,414,9.0,Can't Lose Them,0
187545,22,2,119.0,4,1,3,413,8.0,Champions,0
187658,77,1,109.0,4,1,3,413,8.0,Champions,0
187665,51,1,70.0,4,1,3,413,8.0,Champions,0
187784,35,2,54.0,4,1,2,412,7.0,Loyal,0
187898,25,2,139.0,4,1,4,414,9.0,Can't Lose Them,0
187936,56,1,27.0,4,1,1,411,6.0,Potential,0
188038,36,1,25.0,4,1,1,411,6.0,Potential,0
189376,3,2,88.0,4,1,3,413,8.0,Champions,0
190170,13,2,128.0,4,1,3,413,8.0,Champions,0
190310,22,1,8.0,4,1,1,411,6.0,Potential,0
190346,38,1,139.0,4,1,4,414,9.0,Can't Lose Them,0
190514,91,2,78.0,4,1,3,413,8.0,Champions,0
190677,72,2,24.0,4,1,1,411,6.0,Potential,0
193616,17,2,227.0,4,1,4,414,9.0,Can't Lose Them,0
193666,17,1,249.0,4,1,4,414,9.0,Can't Lose Them,0
193930,44,2,30.0,4,1,2,412,7.0,Loyal,0
194734,69,2,96.0,4,1,3,413,8.0,Champions,0
194746,56,2,56.0,4,1,2,412,7.0,Loyal,0
195690,32,2,94.0,4,1,3,413,8.0,Champions,0
195928,16,2,148.0,4,1,4,414,9.0,Can't Lose Them,0
196104,10,3,182.95,4,1,4,414,9.0,Can't Lose Them,0
198376,92,1,39.99,4,1,2,412,7.0,Loyal,0
199610,26,1,20.0,4,1,1,411,6.0,Potential,0
200144,29,2,106.0,4,1,3,413,8.0,Champions,0
200229,13,3,126.99,4,1,3,413,8.0,Champions,0
200298,28,2,33.0,4,1,2,412,7.0,Loyal,0
201083,68,1,138.0,4,1,4,414,9.0,Can't Lose Them,0
201090,8,2,312.0,4,1,4,414,9.0,Can't Lose Them,0
201162,42,2,90.0,4,1,3,413,8.0,Champions,0
203127,38,1,12.0,4,1,1,411,6.0,Potential,0
203431,4,1,79.0,4,1,3,413,8.0,Champions,0
203455,17,2,63.0,4,1,2,412,7.0,Loyal,0
205827,62,1,39.99,4,1,2,412,7.0,Loyal,0
205831,46,2,128.0,4,1,3,413,8.0,Champions,0
205834,8,3,26.0,4,1,1,411,6.0,Potential,0
205868,9,2,128.0,4,1,3,413,8.0,Champions,0
205944,67,2,78.9,4,1,3,413,8.0,Champions,0
206385,6,1,39.95,4,1,2,412,7.0,Loyal,0
207529,5,2,65.0,4,1,3,413,8.0,Champions,0
207562,18,1,149.0,4,1,4,414,9.0,Can't Lose Them,0
207814,35,1,39.0,4,1,2,412,7.0,Loyal,0
208054,3,1,25.0,4,1,1,411,6.0,Potential,0
208098,27,2,107.0,4,1,3,413,8.0,Champions,0
208371,34,2,150.0,4,1,4,414,9.0,Can't Lose Them,0
208445,24,1,60.0,4,1,2,412,7.0,Loyal,0
208856,45,1,24.0,4,1,1,411,6.0,Potential,0
208920,7,3,162.95,4,1,4,414,9.0,Can't Lose Them,0
208922,40,1,110.0,4,1,3,413,8.0,Champions,0
208935,79,1,59.0,4,1,2,412,7.0,Loyal,0
208946,11,2,44.0,4,1,2,412,7.0,Loyal,0
209015,92,1,39.99,4,1,2,412,7.0,Loyal,0
209039,13,2,260.95,4,1,4,414,9.0,Can't Lose Them,0
209682,96,1,58.0,4,1,2,412,7.0,Loyal,0
210093,24,1,27.0,4,1,1,411,6.0,Potential,0
210818,23,2,58.0,4,1,2,412,7.0,Loyal,0
211578,5,1,25.0,4,1,1,411,6.0,Potential,0
212320,23,2,146.0,4,1,4,414,9.0,Can't Lose Them,0
212478,55,1,18.0,4,1,1,411,6.0,Potential,0
212648,26,2,78.99000000000001,4,1,3,413,8.0,Champions,0
212761,24,1,39.95,4,1,2,412,7.0,Loyal,0
212850,50,2,57.0,4,1,2,412,7.0,Loyal,0
213102,39,1,39.0,4,1,2,412,7.0,Loyal,0
213457,5,1,25.0,4,1,1,411,6.0,Potential,0
213577,26,2,32.0,4,1,2,412,7.0,Loyal,0
213983,35,1,25.0,4,1,1,411,6.0,Potential,0
214114,4,1,225.0,4,1,4,414,9.0,Can't Lose Them,0
214223,51,1,198.0,4,1,4,414,9.0,Can't Lose Them,0
214290,49,1,90.0,4,1,3,413,8.0,Champions,0
214336,25,1,99.0,4,1,3,413,8.0,Champions,0
214422,6,3,33.0,4,1,2,412,7.0,Loyal,0
214582,26,1,179.0,4,1,4,414,9.0,Can't Lose Them,0
215694,29,2,39.0,4,1,2,412,7.0,Loyal,0
216638,6,2,198.0,4,1,4,414,9.0,Can't Lose Them,0
217106,36,1,417.0,4,1,4,414,9.0,Can't Lose Them,0
217725,20,3,85.0,4,1,3,413,8.0,Champions,0
218372,29,1,20.0,4,1,1,411,6.0,Potential,0
218585,92,2,26.0,4,1,1,411,6.0,Potential,0
218829,36,1,16.0,4,1,1,411,6.0,Potential,0
218856,44,2,165.0,4,1,4,414,9.0,Can't Lose Them,0
219254,91,2,50.0,4,1,2,412,7.0,Loyal,0
219340,6,3,202.45,4,1,4,414,9.0,Can't Lose Them,0
219497,12,1,99.0,4,1,3,413,8.0,Champions,0
219523,29,1,238.0,4,1,4,414,9.0,Can't Lose Them,0
219784,76,1,104.0,4,1,3,413,8.0,Champions,0
219832,12,1,39.95,4,1,2,412,7.0,Loyal,0
219900,31,1,109.0,4,1,3,413,8.0,Champions,0
221798,83,2,84.0,4,1,3,413,8.0,Champions,0
223016,72,1,45.0,4,1,2,412,7.0,Loyal,0
223700,63,1,39.0,4,1,2,412,7.0,Loyal,0
223883,56,1,20.0,4,1,1,411,6.0,Potential,0
224518,99,1,55.0,4,1,2,412,7.0,Loyal,0
224766,38,1,16.0,4,1,1,411,6.0,Potential,0
224854,26,2,129.0,4,1,3,413,8.0,Champions,0
224855,29,3,65.0,4,1,3,413,8.0,Champions,0
225080,86,2,70.0,4,1,3,413,8.0,Champions,0
225243,3,1,45.0,4,1,2,412,7.0,Loyal,0
225664,27,1,59.0,4,1,2,412,7.0,Loyal,0
225677,51,1,69.0,4,1,3,413,8.0,Champions,0
225904,26,1,65.0,4,1,3,413,8.0,Champions,0
225927,72,1,60.0,4,1,2,412,7.0,Loyal,0
229125,18,1,149.0,4,1,4,414,9.0,Can't Lose Them,0
229784,80,2,84.0,4,1,3,413,8.0,Champions,0
229970,52,1,24.0,4,1,1,411,6.0,Potential,0
230799,50,1,27.0,4,1,1,411,6.0,Potential,0
230895,16,2,167.99,4,1,4,414,9.0,Can't Lose Them,0
231910,104,2,54.5,4,1,2,412,7.0,Loyal,0
231949,42,2,134.0,4,1,4,414,9.0,Can't Lose Them,0
232068,6,1,39.95,4,1,2,412,7.0,Loyal,0
232320,24,1,119.0,4,1,3,413,8.0,Champions,0
232829,5,1,49.0,4,1,2,412,7.0,Loyal,0
234009,6,3,207.0,4,1,4,414,9.0,Can't Lose Them,0
234205,26,1,99.0,4,1,3,413,8.0,Champions,0
235174,25,2,202.0,4,1,4,414,9.0,Can't Lose Them,0
235282,36,1,16.0,4,1,1,411,6.0,Potential,0
235289,20,1,20.0,4,1,1,411,6.0,Potential,0
235307,9,2,39.9,4,1,2,412,7.0,Loyal,0
236947,1,1,199.0,4,1,4,414,9.0,Can't Lose Them,0
236971,5,1,25.0,4,1,1,411,6.0,Potential,0
237943,67,1,39.0,4,1,2,412,7.0,Loyal,0
238091,16,1,99.0,4,1,3,413,8.0,Champions,0
238175,46,1,59.0,4,1,2,412,7.0,Loyal,0
238544,91,1,85.0,4,1,3,413,8.0,Champions,0
238933,91,1,49.0,4,1,2,412,7.0,Loyal,0
239153,17,2,70.0,4,1,3,413,8.0,Champions,0
239812,71,2,57.0,4,1,2,412,7.0,Loyal,0
239961,59,2,78.0,4,1,3,413,8.0,Champions,0
240128,35,2,105.0,4,1,3,413,8.0,Champions,0
240260,24,1,20.0,4,1,1,411,6.0,Potential,0
240351,1,3,254.0,4,1,4,414,9.0,Can't Lose Them,0
240816,56,1,50.0,4,1,2,412,7.0,Loyal,0
240861,55,1,40.0,4,1,2,412,7.0,Loyal,0
240937,68,1,35.0,4,1,2,412,7.0,Loyal,0
241560,29,2,148.0,4,1,4,414,9.0,Can't Lose Them,0
241658,1,2,149.0,4,1,4,414,9.0,Can't Lose Them,0
241704,51,1,30.0,4,1,2,412,7.0,Loyal,0
241782,28,1,20.0,4,1,1,411,6.0,Potential,0
242298,81,1,118.0,4,1,3,413,8.0,Champions,0
242473,13,2,280.0,4,1,4,414,9.0,Can't Lose Them,0
243132,3,1,8.0,4,1,1,411,6.0,Potential,0
244151,41,1,198.0,4,1,4,414,9.0,Can't Lose Them,0
244471,1,2,217.0,4,1,4,414,9.0,Can't Lose Them,0
244531,74,1,65.8,4,1,3,413,8.0,Champions,0
244598,22,1,238.0,4,1,4,414,9.0,Can't Lose Them,0
244878,13,1,49.0,4,1,2,412,7.0,Loyal,0
245070,71,1,29.0,4,1,1,411,6.0,Potential,0
245229,68,1,110.0,4,1,3,413,8.0,Champions,0
245933,13,1,59.849999999999994,4,1,2,412,7.0,Loyal,0
245970,45,1,138.0,4,1,4,414,9.0,Can't Lose Them,0
246134,14,2,50.0,4,1,2,412,7.0,Loyal,0
246348,67,2,87.8,4,1,3,413,8.0,Champions,0
246392,66,1,44.95,4,1,2,412,7.0,Loyal,0
246589,64,2,126.0,4,1,3,413,8.0,Champions,0
247083,65,1,18.0,4,1,1,411,6.0,Potential,0
247366,3,1,75.0,4,1,3,413,8.0,Champions,0
247444,77,1,29.0,4,1,1,411,6.0,Potential,0
247726,21,2,47.0,4,1,2,412,7.0,Loyal,0
247861,12,2,54.0,4,1,2,412,7.0,Loyal,0
248016,17,2,88.0,4,1,3,413,8.0,Champions,0
248886,42,1,39.0,4,1,2,412,7.0,Loyal,0
249119,13,1,218.0,4,1,4,414,9.0,Can't Lose Them,0
249241,4,1,56.0,4,1,2,412,7.0,Loyal,0
249307,21,1,179.0,4,1,4,414,9.0,Can't Lose Them,0
249319,6,2,149.0,4,1,4,414,9.0,Can't Lose Them,0
249362,3,1,118.0,4,1,3,413,8.0,Champions,0
249427,36,1,19.95,4,1,1,411,6.0,Potential,0
249693,52,2,54.0,4,1,2,412,7.0,Loyal,0
249749,89,1,97.0,4,1,3,413,8.0,Champions,0
249807,38,1,16.0,4,1,1,411,6.0,Potential,0
249931,46,1,99.0,4,1,3,413,8.0,Champions,0
250947,47,1,115.0,4,1,3,413,8.0,Champions,0
250988,9,1,19.9,4,1,1,411,6.0,Potential,0
251130,88,2,61.0,4,1,2,412,7.0,Loyal,0
251143,100,2,68.0,4,1,3,413,8.0,Champions,0
251365,68,2,88.0,4,1,3,413,8.0,Champions,0
251450,14,2,120.0,4,1,3,413,8.0,Champions,0
252477,24,2,58.5,4,1,2,412,7.0,Loyal,0
253060,18,2,128.0,4,1,3,413,8.0,Champions,0
254479,84,1,45.0,4,1,2,412,7.0,Loyal,0
254703,66,2,33.95,4,1,2,412,7.0,Loyal,0
255240,50,1,138.0,4,1,4,414,9.0,Can't Lose Them,0
255452,24,3,89.5,4,1,3,413,8.0,Champions,0
256019,24,3,72.0,4,1,3,413,8.0,Champions,0
256105,35,2,83.0,4,1,3,413,8.0,Champions,0
256211,38,2,108.0,4,1,3,413,8.0,Champions,0
256640,38,1,10.0,4,1,1,411,6.0,Potential,0
257906,13,2,108.0,4,1,3,413,8.0,Champions,0
257925,57,2,134.0,4,1,4,414,9.0,Can't Lose Them,0
258079,25,2,49.0,4,1,2,412,7.0,Loyal,0
258089,56,1,39.0,4,1,2,412,7.0,Loyal,0
258489,51,1,59.0,4,1,2,412,7.0,Loyal,0
259133,93,2,57.0,4,1,2,412,7.0,Loyal,0
260066,5,1,35.0,4,1,2,412,7.0,Loyal,0
260137,5,2,41.5,4,1,2,412,7.0,Loyal,0
260262,66,1,55.0,4,1,2,412,7.0,Loyal,0
260297,6,3,78.0,4,1,3,413,8.0,Champions,0
260304,6,2,158.95,4,1,4,414,9.0,Can't Lose Them,0
260334,36,2,58.95,4,1,2,412,7.0,Loyal,0
260821,7,2,139.0,4,1,4,414,9.0,Can't Lose Them,0
261004,22,1,49.5,4,1,2,412,7.0,Loyal,0
261126,1,6,142.0,4,1,4,414,9.0,Can't Lose Them,0
261843,56,2,59.0,4,1,2,412,7.0,Loyal,0
263236,58,1,110.0,4,1,3,413,8.0,Champions,0
263402,38,1,25.0,4,1,1,411,6.0,Potential,0
263406,22,2,22.0,4,1,1,411,6.0,Potential,0
264649,26,2,139.0,4,1,4,414,9.0,Can't Lose Them,0
265258,6,1,39.95,4,1,2,412,7.0,Loyal,0
265720,6,1,17.0,4,1,1,411,6.0,Potential,0
